帧号,时间(秒),状态,置信度
24639,1231.95,open,1.0
24640,1232.0,open,1.0
24641,1232.05,open,1.0
24642,1232.1,open,1.0
24643,1232.15,open,1.0
24644,1232.2,open,1.0
24645,1232.25,open,1.0
24646,1232.3,open,0.9998
24647,1232.35,close,0.996
24648,1232.4,close,0.9963
24649,1232.45,close,0.9561
24650,1232.5,open,0.9997
24651,1232.55,open,1.0
24652,1232.6,open,1.0
24653,1232.65,open,1.0
24654,1232.7,open,1.0
24655,1232.75,open,1.0
24656,1232.8,open,1.0
24657,1232.85,open,1.0
24658,1232.9,open,1.0
24659,1232.95,open,1.0
24660,1233.0,open,1.0
24661,1233.05,open,1.0
24662,1233.1,open,1.0
24663,1233.15,open,1.0
24664,1233.2,open,1.0
24665,1233.25,close,0.9955
24666,1233.3,close,0.9962
24667,1233.35,open,0.9981
24668,1233.4,open,1.0
24669,1233.45,open,1.0
24670,1233.5,open,1.0
24671,1233.55,open,1.0
24672,1233.6,open,1.0
24673,1233.65,open,1.0
24674,1233.7,open,1.0
24675,1233.75,open,1.0
24676,1233.8,open,1.0
24677,1233.85,open,1.0
24678,1233.9,open,1.0
24679,1233.95,open,1.0
24680,1234.0,open,1.0
24681,1234.05,open,1.0
24682,1234.1,open,1.0
24683,1234.15,open,1.0
24684,1234.2,open,1.0
24685,1234.25,close,0.9953
24686,1234.3,close,0.9962
24687,1234.35,open,0.9945
24688,1234.4,open,1.0
24689,1234.45,open,1.0
24690,1234.5,open,1.0
24691,1234.55,open,1.0
24692,1234.6,open,1.0
24693,1234.65,open,1.0
24694,1234.7,open,1.0
24695,1234.75,open,1.0
24696,1234.8,open,1.0
24697,1234.85,open,1.0
24698,1234.9,open,1.0
24699,1234.95,open,0.9973
24700,1235.0,close,0.9932
24701,1235.05,close,0.9931
24702,1235.1,close,0.9917
24703,1235.15,close,0.9929
24704,1235.2,close,0.9943
24705,1235.25,open,0.996
24706,1235.3,open,1.0
24707,1235.35,open,1.0
24708,1235.4,open,1.0
24709,1235.45,open,1.0
24710,1235.5,open,1.0
24711,1235.55,open,1.0
24712,1235.6,open,1.0
24713,1235.65,open,1.0
24714,1235.7,open,1.0
24715,1235.75,open,1.0
24716,1235.8,open,1.0
24717,1235.85,close,0.9901
24718,1235.9,close,0.994
24719,1235.95,open,0.9998
24720,1236.0,open,1.0
24721,1236.05,open,1.0
24722,1236.1,open,1.0
24723,1236.15,open,1.0
24724,1236.2,open,1.0
24725,1236.25,open,1.0
24726,1236.3,open,1.0
24727,1236.35,open,1.0
24728,1236.4,open,1.0
24729,1236.45,open,1.0
24730,1236.5,open,1.0
24731,1236.55,open,1.0
24732,1236.6,open,1.0
24733,1236.65,open,1.0
24734,1236.7,open,1.0
24735,1236.75,open,1.0
24736,1236.8,open,1.0
24737,1236.85,open,1.0
24738,1236.9,open,1.0
24739,1236.95,open,1.0
24740,1237.0,open,1.0
24741,1237.05,open,1.0
24742,1237.1,open,1.0
24743,1237.15,open,1.0
24744,1237.2,open,1.0
24745,1237.25,open,1.0
24746,1237.3,open,1.0
24747,1237.35,open,1.0
24748,1237.4,open,1.0
24749,1237.45,open,1.0
24750,1237.5,open,1.0
24751,1237.55,close,0.8354
24752,1237.6,close,0.996
24753,1237.65,open,0.9988
24754,1237.7,open,1.0
24755,1237.75,open,1.0
24756,1237.8,open,1.0
24757,1237.85,open,1.0
24758,1237.9,open,1.0
24759,1237.95,open,1.0
24760,1238.0,open,1.0
24761,1238.05,open,1.0
24762,1238.1,open,1.0
24763,1238.15,open,1.0
24764,1238.2,open,1.0
24765,1238.25,open,1.0
24766,1238.3,open,1.0
24767,1238.35,open,1.0
24768,1238.4,open,1.0
24769,1238.45,open,1.0
24770,1238.5,open,1.0
24771,1238.55,close,0.9703
24772,1238.6,close,0.9946
24773,1238.65,open,0.9999
24774,1238.7,open,1.0
24775,1238.75,open,1.0
24776,1238.8,open,1.0
24777,1238.85,open,1.0
24778,1238.9,open,1.0
24779,1238.95,open,1.0
24780,1239.0,open,1.0
24781,1239.05,open,1.0
24782,1239.1,open,1.0
24783,1239.15,open,1.0
24784,1239.2,open,1.0
24785,1239.25,open,1.0
24786,1239.3,open,1.0
24787,1239.35,open,1.0
24788,1239.4,open,1.0
24789,1239.45,open,1.0
24790,1239.5,open,1.0
24791,1239.55,open,1.0
24792,1239.6,open,1.0
24793,1239.65,open,1.0
24794,1239.7,open,1.0
24795,1239.75,open,1.0
24796,1239.8,open,1.0
24797,1239.85,open,1.0
24798,1239.9,close,0.9965
24799,1239.95,close,0.9904
24800,1240.0,open,1.0
24801,1240.05,open,1.0
24802,1240.1,open,1.0
24803,1240.15,open,1.0
24804,1240.2,open,1.0
24805,1240.25,open,1.0
24806,1240.3,open,1.0
24807,1240.35,open,1.0
24808,1240.4,open,1.0
24809,1240.45,open,1.0
24810,1240.5,open,0.9999
24811,1240.55,open,1.0
24812,1240.6,open,1.0
24813,1240.65,open,1.0
24814,1240.7,open,0.9999
24815,1240.75,open,1.0
24816,1240.8,open,1.0
24817,1240.85,open,1.0
24818,1240.9,open,1.0
24819,1240.95,open,1.0
24820,1241.0,open,1.0
24821,1241.05,open,1.0
24822,1241.1,open,1.0
24823,1241.15,open,1.0
24824,1241.2,open,1.0
24825,1241.25,close,0.8885
24826,1241.3,close,0.9636
24827,1241.35,open,0.9999
24828,1241.4,open,1.0
24829,1241.45,open,1.0
24830,1241.5,open,1.0
24831,1241.55,open,1.0
24832,1241.6,open,1.0
24833,1241.65,open,1.0
24834,1241.7,open,1.0
24835,1241.75,open,0.9928
24836,1241.8,close,0.9969
24837,1241.85,close,0.9966
24838,1241.9,open,0.9977
24839,1241.95,open,1.0
24840,1242.0,open,1.0
24841,1242.05,open,1.0
24842,1242.1,open,1.0
24843,1242.15,open,1.0
24844,1242.2,open,1.0
24845,1242.25,open,1.0
24846,1242.3,open,1.0
24847,1242.35,open,1.0
24848,1242.4,open,1.0
24849,1242.45,open,1.0
24850,1242.5,open,1.0
24851,1242.55,open,1.0
24852,1242.6,open,1.0
24853,1242.65,open,1.0
24854,1242.7,open,1.0
24855,1242.75,open,1.0
24856,1242.8,open,1.0
24857,1242.85,open,1.0
24858,1242.9,open,1.0
24859,1242.95,open,1.0
24860,1243.0,open,0.926
24861,1243.05,close,0.9952
24862,1243.1,close,0.9959
24863,1243.15,open,0.9931
24864,1243.2,open,1.0
24865,1243.25,open,1.0
24866,1243.3,open,1.0
24867,1243.35,open,1.0
24868,1243.4,open,1.0
24869,1243.45,open,1.0
24870,1243.5,open,1.0
24871,1243.55,open,1.0
24872,1243.6,close,0.9766
24873,1243.65,close,0.995
24874,1243.7,close,0.9929
24875,1243.75,open,0.9411
24876,1243.8,open,0.9999
24877,1243.85,open,1.0
24878,1243.9,open,1.0
24879,1243.95,open,1.0
24880,1244.0,open,1.0
24881,1244.05,open,1.0
24882,1244.1,open,1.0
24883,1244.15,open,1.0
24884,1244.2,open,1.0
24885,1244.25,close,0.6291
24886,1244.3,close,0.9946
24887,1244.35,close,0.7695
24888,1244.4,open,0.9998
24889,1244.45,open,1.0
24890,1244.5,open,1.0
24891,1244.55,open,1.0
24892,1244.6,open,1.0
24893,1244.65,open,0.9999
24894,1244.7,open,0.9999
24895,1244.75,open,0.9999
24896,1244.8,open,0.9999
24897,1244.85,open,1.0
24898,1244.9,open,1.0
24899,1244.95,open,1.0
24900,1245.0,open,1.0
24901,1245.05,open,1.0
24902,1245.1,open,1.0
24903,1245.15,open,1.0
24904,1245.2,open,1.0
24905,1245.25,open,1.0
24906,1245.3,open,1.0
24907,1245.35,open,1.0
24908,1245.4,open,1.0
24909,1245.45,close,0.9967
24910,1245.5,close,0.9966
24911,1245.55,close,0.9921
24912,1245.6,open,0.999
24913,1245.65,open,1.0
24914,1245.7,open,1.0
24915,1245.75,open,1.0
24916,1245.8,open,1.0
24917,1245.85,open,1.0
24918,1245.9,open,1.0
24919,1245.95,open,1.0
24920,1246.0,open,1.0
24921,1246.05,open,1.0
24922,1246.1,open,1.0
24923,1246.15,open,1.0
24924,1246.2,open,1.0
24925,1246.25,open,1.0
24926,1246.3,open,1.0
24927,1246.35,open,1.0
24928,1246.4,open,1.0
24929,1246.45,open,1.0
24930,1246.5,open,1.0
24931,1246.55,open,1.0
24932,1246.6,open,1.0
24933,1246.65,open,1.0
24934,1246.7,close,0.7803
24935,1246.75,close,0.9767
24936,1246.8,open,0.9996
24937,1246.85,open,1.0
24938,1246.9,open,1.0
24939,1246.95,open,1.0
24940,1247.0,open,1.0
24941,1247.05,open,1.0
24942,1247.1,open,1.0
24943,1247.15,open,1.0
24944,1247.2,open,1.0
24945,1247.25,open,1.0
24946,1247.3,open,1.0
24947,1247.35,open,1.0
24948,1247.4,open,1.0
24949,1247.45,open,1.0
24950,1247.5,open,1.0
24951,1247.55,open,1.0
24952,1247.6,open,1.0
24953,1247.65,open,1.0
24954,1247.7,open,1.0
24955,1247.75,open,1.0
24956,1247.8,open,1.0
24957,1247.85,open,1.0
24958,1247.9,close,0.9753
24959,1247.95,close,0.9964
24960,1248.0,open,0.8447
24961,1248.05,open,0.9999
24962,1248.1,open,1.0
24963,1248.15,open,1.0
24964,1248.2,open,1.0
24965,1248.25,open,1.0
24966,1248.3,open,1.0
24967,1248.35,open,1.0
24968,1248.4,open,1.0
24969,1248.45,open,1.0
24970,1248.5,open,1.0
24971,1248.55,open,1.0
24972,1248.6,open,1.0
24973,1248.65,open,1.0
24974,1248.7,open,1.0
24975,1248.75,open,1.0
24976,1248.8,open,1.0
24977,1248.85,open,1.0
24978,1248.9,open,1.0
24979,1248.95,open,1.0
24980,1249.0,open,1.0
24981,1249.05,open,1.0
24982,1249.1,open,1.0
24983,1249.15,open,1.0
24984,1249.2,open,1.0
24985,1249.25,open,1.0
24986,1249.3,open,1.0
24987,1249.35,open,1.0
24988,1249.4,open,1.0
24989,1249.45,open,1.0
24990,1249.5,open,1.0
24991,1249.55,open,1.0
24992,1249.6,open,1.0
24993,1249.65,open,1.0
24994,1249.7,open,1.0
24995,1249.75,open,1.0
24996,1249.8,close,0.9469
24997,1249.85,close,0.9888
24998,1249.9,open,0.9745
24999,1249.95,open,0.9999
25000,1250.0,open,1.0
25001,1250.05,open,1.0
25002,1250.1,open,1.0
25003,1250.15,open,1.0
25004,1250.2,open,1.0
25005,1250.25,open,1.0
25006,1250.3,open,1.0
25007,1250.35,open,1.0
25008,1250.4,open,1.0
25009,1250.45,open,1.0
25010,1250.5,open,1.0
25011,1250.55,open,1.0
25012,1250.6,open,1.0
25013,1250.65,open,1.0
25014,1250.7,open,1.0
25015,1250.75,open,1.0
25016,1250.8,open,1.0
25017,1250.85,open,1.0
25018,1250.9,open,1.0
25019,1250.95,open,1.0
25020,1251.0,close,0.9846
25021,1251.05,open,0.9267
25022,1251.1,open,1.0
25023,1251.15,open,1.0
25024,1251.2,open,1.0
25025,1251.25,open,1.0
25026,1251.3,open,1.0
25027,1251.35,open,1.0
25028,1251.4,open,1.0
25029,1251.45,open,1.0
25030,1251.5,open,1.0
25031,1251.55,open,1.0
25032,1251.6,open,1.0
25033,1251.65,open,1.0
25034,1251.7,open,1.0
25035,1251.75,open,1.0
25036,1251.8,open,1.0
25037,1251.85,open,1.0
25038,1251.9,open,1.0
25039,1251.95,open,1.0
25040,1252.0,open,1.0
25041,1252.05,open,1.0
25042,1252.1,open,1.0
25043,1252.15,open,1.0
25044,1252.2,open,1.0
25045,1252.25,open,1.0
25046,1252.3,open,1.0
25047,1252.35,open,1.0
25048,1252.4,open,1.0
25049,1252.45,open,1.0
25050,1252.5,open,1.0
25051,1252.55,open,1.0
25052,1252.6,open,1.0
25053,1252.65,open,1.0
25054,1252.7,open,1.0
25055,1252.75,open,1.0
25056,1252.8,open,0.9381
25057,1252.85,close,0.992
25058,1252.9,open,0.7769
25059,1252.95,open,0.9993
25060,1253.0,open,1.0
25061,1253.05,open,1.0
25062,1253.1,open,1.0
25063,1253.15,open,1.0
25064,1253.2,open,1.0
25065,1253.25,open,1.0
25066,1253.3,open,1.0
25067,1253.35,open,1.0
25068,1253.4,open,1.0
25069,1253.45,open,0.8619
25070,1253.5,close,0.995
25071,1253.55,close,0.9938
25072,1253.6,close,0.8453
25073,1253.65,open,0.9983
25074,1253.7,open,0.9998
25075,1253.75,open,1.0
25076,1253.8,open,1.0
25077,1253.85,open,1.0
25078,1253.9,open,1.0
25079,1253.95,open,0.9998
25080,1254.0,open,0.986
25081,1254.05,close,0.9323
25082,1254.1,close,0.8799
25083,1254.15,open,0.9392
25084,1254.2,open,0.9982
25085,1254.25,open,0.9996
25086,1254.3,open,0.9999
25087,1254.35,open,0.9999
25088,1254.4,open,0.9999
25089,1254.45,open,0.9999
25090,1254.5,open,1.0
25091,1254.55,open,0.9992
25092,1254.6,close,0.9916
25093,1254.65,close,0.9909
25094,1254.7,close,0.9186
25095,1254.75,open,0.9928
25096,1254.8,open,0.9996
25097,1254.85,open,0.9999
25098,1254.9,open,1.0
25099,1254.95,open,1.0
25100,1255.0,open,1.0
25101,1255.05,open,1.0
25102,1255.1,open,1.0
25103,1255.15,open,1.0
25104,1255.2,open,1.0
25105,1255.25,open,1.0
25106,1255.3,open,1.0
25107,1255.35,open,1.0
25108,1255.4,open,1.0
25109,1255.45,open,1.0
25110,1255.5,open,1.0
25111,1255.55,open,1.0
25112,1255.6,open,1.0
25113,1255.65,open,1.0
25114,1255.7,open,1.0
25115,1255.75,open,1.0
25116,1255.8,open,1.0
25117,1255.85,open,1.0
25118,1255.9,open,0.9999
25119,1255.95,open,0.9999
25120,1256.0,open,0.9999
25121,1256.05,open,1.0
25122,1256.1,open,1.0
25123,1256.15,open,0.9999
25124,1256.2,open,0.9999
25125,1256.25,open,0.9999
25126,1256.3,open,0.9999
25127,1256.35,open,0.9999
25128,1256.4,open,0.9999
25129,1256.45,open,0.9999
25130,1256.5,open,0.9988
25131,1256.55,open,0.7475
25132,1256.6,open,0.9973
25133,1256.65,open,1.0
25134,1256.7,open,1.0
25135,1256.75,open,1.0
25136,1256.8,open,1.0
25137,1256.85,open,1.0
25138,1256.9,open,1.0
25139,1256.95,open,1.0
25140,1257.0,open,1.0
25141,1257.05,open,1.0
25142,1257.1,open,1.0
25143,1257.15,open,1.0
25144,1257.2,open,1.0
25145,1257.25,close,0.9662
25146,1257.3,close,0.9975
25147,1257.35,close,0.9979
25148,1257.4,close,0.9657
25149,1257.45,open,0.9973
25150,1257.5,open,0.9999
25151,1257.55,open,1.0
25152,1257.6,open,1.0
25153,1257.65,open,1.0
25154,1257.7,open,1.0
25155,1257.75,open,1.0
25156,1257.8,open,1.0
25157,1257.85,open,1.0
25158,1257.9,open,1.0
25159,1257.95,open,1.0
25160,1258.0,open,1.0
25161,1258.05,open,1.0
25162,1258.1,open,1.0
25163,1258.15,open,1.0
25164,1258.2,open,1.0
25165,1258.25,open,1.0
25166,1258.3,open,1.0
25167,1258.35,open,1.0
25168,1258.4,open,1.0
25169,1258.45,open,1.0
25170,1258.5,open,1.0
25171,1258.55,open,1.0
25172,1258.6,open,1.0
25173,1258.65,open,1.0
25174,1258.7,close,0.8159
25175,1258.75,open,0.9751
25176,1258.8,open,0.9999
25177,1258.85,open,1.0
25178,1258.9,open,1.0
25179,1258.95,open,1.0
25180,1259.0,open,1.0
25181,1259.05,open,0.9932
25182,1259.1,close,0.998
25183,1259.15,close,0.8448
25184,1259.2,open,0.9998
25185,1259.25,open,1.0
25186,1259.3,open,1.0
25187,1259.35,open,1.0
25188,1259.4,open,1.0
25189,1259.45,open,1.0
25190,1259.5,open,1.0
25191,1259.55,open,1.0
25192,1259.6,open,1.0
25193,1259.65,open,1.0
25194,1259.7,open,1.0
25195,1259.75,open,1.0
25196,1259.8,open,1.0
25197,1259.85,open,0.9994
25198,1259.9,close,0.9903
25199,1259.95,close,0.9165
25200,1260.0,open,0.9947
25201,1260.05,open,0.9998
25202,1260.1,open,1.0
25203,1260.15,open,1.0
25204,1260.2,open,1.0
25205,1260.25,open,1.0
25206,1260.3,open,1.0
25207,1260.35,open,1.0
25208,1260.4,open,1.0
25209,1260.45,open,1.0
25210,1260.5,open,1.0
25211,1260.55,open,1.0
25212,1260.6,open,0.9692
25213,1260.65,close,0.9936
25214,1260.7,close,0.8974
25215,1260.75,open,0.989
25216,1260.8,open,0.9994
25217,1260.85,open,0.9999
25218,1260.9,open,1.0
25219,1260.95,open,1.0
25220,1261.0,open,1.0
25221,1261.05,open,0.9953
25222,1261.1,close,0.9871
25223,1261.15,close,0.9816
25224,1261.2,open,0.5204
25225,1261.25,open,0.9867
25226,1261.3,open,0.9975
25227,1261.35,open,0.9995
25228,1261.4,open,0.9998
25229,1261.45,open,0.9999
25230,1261.5,open,0.9999
25231,1261.55,open,0.9999
25232,1261.6,open,0.9999
25233,1261.65,open,0.9999
25234,1261.7,open,0.9999
25235,1261.75,open,0.9999
25236,1261.8,open,0.9999
25237,1261.85,open,0.9999
25238,1261.9,open,0.9999
25239,1261.95,open,0.9999
25240,1262.0,open,0.9999
25241,1262.05,open,0.9999
25242,1262.1,open,0.9999
25243,1262.15,open,0.9998
25244,1262.2,open,0.9998
25245,1262.25,open,0.9993
25246,1262.3,open,0.9957
25247,1262.35,open,0.9724
25248,1262.4,open,0.9808
25249,1262.45,open,0.9938
25250,1262.5,open,0.9987
25251,1262.55,open,0.9994
25252,1262.6,open,0.9998
25253,1262.65,open,0.9999
25254,1262.7,open,1.0
25255,1262.75,open,1.0
25256,1262.8,open,1.0
25257,1262.85,open,1.0
25258,1262.9,open,1.0
25259,1262.95,open,1.0
25260,1263.0,open,0.9999
25261,1263.05,close,0.9195
25262,1263.1,open,0.986
25263,1263.15,open,0.9999
25264,1263.2,open,1.0
25265,1263.25,open,0.9999
25266,1263.3,close,0.977
25267,1263.35,open,0.927
25268,1263.4,open,0.9999
25269,1263.45,open,1.0
25270,1263.5,open,1.0
25271,1263.55,open,1.0
25272,1263.6,open,1.0
25273,1263.65,open,1.0
25274,1263.7,open,1.0
25275,1263.75,open,1.0
25276,1263.8,open,0.8685
25277,1263.85,close,0.9897
25278,1263.9,open,0.9995
25279,1263.95,open,1.0
25280,1264.0,open,1.0
25281,1264.05,open,1.0
25282,1264.1,open,1.0
25283,1264.15,open,1.0
25284,1264.2,open,1.0
25285,1264.25,open,1.0
25286,1264.3,open,0.9804
25287,1264.35,close,0.9965
25288,1264.4,open,0.9982
25289,1264.45,open,1.0
25290,1264.5,open,1.0
25291,1264.55,open,1.0
25292,1264.6,open,1.0
25293,1264.65,open,1.0
25294,1264.7,open,1.0
25295,1264.75,open,1.0
25296,1264.8,open,1.0
25297,1264.85,open,0.8758
25298,1264.9,close,0.9965
25299,1264.95,open,0.9988
25300,1265.0,open,1.0
25301,1265.05,open,1.0
25302,1265.1,open,1.0
25303,1265.15,open,1.0
25304,1265.2,open,1.0
25305,1265.25,close,0.9953
25306,1265.3,close,0.9958
25307,1265.35,open,0.9999
25308,1265.4,open,1.0
25309,1265.45,open,1.0
25310,1265.5,open,1.0
25311,1265.55,open,1.0
25312,1265.6,open,1.0
25313,1265.65,open,1.0
25314,1265.7,open,1.0
25315,1265.75,open,1.0
25316,1265.8,open,1.0
25317,1265.85,open,1.0
25318,1265.9,open,1.0
25319,1265.95,open,1.0
25320,1266.0,open,1.0
25321,1266.05,open,1.0
25322,1266.1,open,1.0
25323,1266.15,open,1.0
25324,1266.2,open,1.0
25325,1266.25,open,0.9194
25326,1266.3,close,0.9983
25327,1266.35,open,0.9998
25328,1266.4,open,1.0
25329,1266.45,open,1.0
25330,1266.5,open,0.9999
25331,1266.55,open,1.0
25332,1266.6,open,1.0
25333,1266.65,open,1.0
25334,1266.7,open,1.0
25335,1266.75,open,1.0
25336,1266.8,open,1.0
25337,1266.85,open,1.0
25338,1266.9,open,1.0
25339,1266.95,open,1.0
25340,1267.0,open,1.0
25341,1267.05,open,0.9723
25342,1267.1,close,0.9906
25343,1267.15,open,0.9998
25344,1267.2,open,1.0
25345,1267.25,open,1.0
25346,1267.3,open,1.0
25347,1267.35,open,1.0
25348,1267.4,open,1.0
25349,1267.45,open,1.0
25350,1267.5,open,1.0
25351,1267.55,open,1.0
25352,1267.6,open,1.0
25353,1267.65,open,1.0
25354,1267.7,open,1.0
25355,1267.75,open,1.0
25356,1267.8,open,1.0
25357,1267.85,open,1.0
25358,1267.9,open,1.0
25359,1267.95,open,1.0
25360,1268.0,open,1.0
25361,1268.05,open,1.0
25362,1268.1,open,1.0
25363,1268.15,close,0.9972
25364,1268.2,open,0.9996
25365,1268.25,open,1.0
25366,1268.3,open,1.0
25367,1268.35,open,1.0
25368,1268.4,open,1.0
25369,1268.45,open,1.0
25370,1268.5,open,1.0
25371,1268.55,open,1.0
25372,1268.6,open,1.0
25373,1268.65,open,1.0
25374,1268.7,open,0.7742
25375,1268.75,close,0.9966
25376,1268.8,close,0.9132
25377,1268.85,open,0.9999
25378,1268.9,open,1.0
25379,1268.95,open,1.0
25380,1269.0,open,1.0
25381,1269.05,open,1.0
25382,1269.1,open,1.0
25383,1269.15,open,1.0
25384,1269.2,open,1.0
25385,1269.25,open,1.0
25386,1269.3,open,1.0
25387,1269.35,open,0.9957
25388,1269.4,close,0.9942
25389,1269.45,open,0.9811
25390,1269.5,open,1.0
25391,1269.55,open,1.0
25392,1269.6,open,1.0
25393,1269.65,open,1.0
25394,1269.7,open,1.0
25395,1269.75,open,1.0
25396,1269.8,open,1.0
25397,1269.85,open,1.0
25398,1269.9,open,1.0
25399,1269.95,open,0.8534
25400,1270.0,close,0.9584
25401,1270.05,open,1.0
25402,1270.1,open,1.0
25403,1270.15,open,1.0
25404,1270.2,open,1.0
25405,1270.25,open,1.0
25406,1270.3,open,1.0
25407,1270.35,open,1.0
25408,1270.4,open,1.0
25409,1270.45,open,1.0
25410,1270.5,open,1.0
25411,1270.55,open,1.0
25412,1270.6,open,1.0
25413,1270.65,open,1.0
25414,1270.7,open,1.0
25415,1270.75,open,1.0
25416,1270.8,open,1.0
25417,1270.85,open,1.0
25418,1270.9,open,1.0
25419,1270.95,open,0.8058
25420,1271.0,close,0.9392
25421,1271.05,open,0.9999
25422,1271.1,open,1.0
25423,1271.15,open,1.0
25424,1271.2,open,1.0
25425,1271.25,open,1.0
25426,1271.3,open,1.0
25427,1271.35,open,1.0
25428,1271.4,open,1.0
25429,1271.45,open,1.0
25430,1271.5,open,1.0
25431,1271.55,open,1.0
25432,1271.6,open,1.0
25433,1271.65,open,1.0
25434,1271.7,open,1.0
25435,1271.75,open,1.0
25436,1271.8,open,1.0
25437,1271.85,open,1.0
25438,1271.9,open,1.0
25439,1271.95,open,1.0
25440,1272.0,open,1.0
25441,1272.05,open,1.0
25442,1272.1,open,1.0
25443,1272.15,open,1.0
25444,1272.2,open,1.0
25445,1272.25,open,1.0
25446,1272.3,open,1.0
25447,1272.35,open,0.9866
25448,1272.4,close,0.9952
25449,1272.45,close,0.9974
25450,1272.5,close,0.9972
25451,1272.55,close,0.7779
25452,1272.6,open,0.9997
25453,1272.65,open,1.0
25454,1272.7,open,1.0
25455,1272.75,open,1.0
25456,1272.8,open,1.0
25457,1272.85,open,1.0
25458,1272.9,open,1.0
25459,1272.95,open,1.0
25460,1273.0,open,1.0
25461,1273.05,open,1.0
25462,1273.1,open,1.0
25463,1273.15,open,1.0
25464,1273.2,open,1.0
25465,1273.25,open,1.0
25466,1273.3,open,1.0
25467,1273.35,open,1.0
25468,1273.4,open,1.0
25469,1273.45,open,1.0
25470,1273.5,open,1.0
25471,1273.55,open,1.0
25472,1273.6,open,1.0
25473,1273.65,open,1.0
25474,1273.7,open,1.0
25475,1273.75,open,1.0
25476,1273.8,open,1.0
25477,1273.85,open,1.0
25478,1273.9,open,1.0
25479,1273.95,open,1.0
25480,1274.0,open,1.0
25481,1274.05,open,0.9721
25482,1274.1,close,0.9972
25483,1274.15,close,0.9964
25484,1274.2,open,0.9848
25485,1274.25,open,0.9999
25486,1274.3,open,1.0
25487,1274.35,open,1.0
25488,1274.4,open,1.0
25489,1274.45,open,1.0
25490,1274.5,open,1.0
25491,1274.55,open,1.0
25492,1274.6,close,0.9924
25493,1274.65,close,0.9979
25494,1274.7,close,0.9964
25495,1274.75,open,0.997
25496,1274.8,open,1.0
25497,1274.85,open,1.0
25498,1274.9,open,1.0
25499,1274.95,open,1.0
25500,1275.0,open,1.0
25501,1275.05,open,1.0
25502,1275.1,open,1.0
25503,1275.15,open,1.0
25504,1275.2,open,1.0
